ADC[mV],Beschleunigung_x[mg],Beschleunigung_y[mg],Beschleunigung_z[mg],Winkelgeschwindigkeit_x[mdeg/s],Winkelgeschwindigkeit_y[mdeg/s],Winkelgeschwindigkeit_z[mdeg/s],Magnetfeld_x[mT],Magnetfeld_y[mT],Magnetfeld_z[mT],Widerstand[A/(Vs)],Zeit[ms]
447,-72,937,130,-28198,23559,48095,1,67,83,6986,86296
446,-85,941,130,-21728,20629,43701,1,67,83,6986,86301
447,-91,925,126,-26245,20751,50537,1,67,83,6986,86306
448,-107,927,128,-24536,20141,46752,1,67,83,6986,86311
448,-109,921,125,-22705,19287,47851,1,67,83,6986,86316
447,-123,923,125,-25146,20629,50415,1,67,83,6986,86321
447,-126,923,126,-20874,26000,50292,1,67,83,6986,86326
449,-140,925,134,-24414,24658,50048,1,67,83,6986,86331
447,-142,925,130,-15136,20751,48461,1,68,81,6987,86336
448,-154,929,138,-14282,20019,53833,1,68,81,6987,86341
447,-148,933,140,-11352,24536,52734,1,68,81,6987,86346
449,-142,933,140,-17333,18310,50292,1,68,81,6987,86351
447,-144,939,142,-20385,20019,45898,1,68,81,6987,86356
447,-140,945,138,-19531,16113,46997,1,68,81,6987,86361
447,-134,955,134,-8666,15869,44555,1,68,81,6987,86366
447,-126,955,130,-11474,20996,41137,0,70,82,6987,86371
447,-121,964,125,-13427,19531,27832,0,70,82,6987,86376
448,-125,958,113,-11596,17578,40527,0,70,82,6987,86381
447,-125,958,111,-7812,20263,33691,0,70,82,6987,86386
447,-111,957,105,-12329,13549,42236,0,70,82,6987,86391
448,-103,958,105,-1464,22094,38208,0,70,82,6987,86396
448,-93,962,111,1953,18432,33081,0,70,82,6987,86401
448,-85,974,119,-2197,19531,32470,0,70,82,6987,86406
447,-85,980,134,-3417,12817,27465,0,70,82,6987,86411
448,-83,988,136,-1098,4882,29174,0,70,82,6987,86416
447,-82,998,148,-4760,11474,37963,0,70,82,6987,86421
449,-74,1011,138,610,9277,23193,0,70,82,6987,86426
447,-68,1013,138,4394,10742,29418,0,70,82,6987,86431
447,-50,1027,132,1708,8789,25390,0,70,82,6987,86436
446,-42,1029,121,9155,7934,23925,1,70,80,6986,86441
447,-37,1027,101,3051,7812,33081,1,70,80,6986,86446
447,-37,1031,95,9765,9643,34667,1,70,80,6986,86451
447,-27,1039,93,4638,-976,25512,1,70,80,6986,86456
447,-21,1033,89,12939,11718,26489,1,70,80,6986,86461
447,-15,1037,83,14770,10375,18554,1,70,80,6986,86466
449,-17,1046,78,12573,12084,22216,0,70,80,6988,86471
447,-19,1048,82,14282,9399,21362,0,70,80,6988,86476
449,-33,1052,68,18432,12084,23681,0,70,80,6988,86481
447,-46,1056,60,20141,11840,12939,0,70,80,6988,86486
447,-52,1064,64,17333,12084,17089,0,70,80,6988,86491
447,-48,1074,54,20874,5981,18920,0,70,80,6988,86496
447,-46,1074,44,20874,11840,24658,0,70,80,6988,86501
447,-29,1085,41,25024,14892,16845,0,72,80,6987,86506
447,-23,1087,41,24291,10009,16845,0,72,80,6987,86511
448,-17,1093,29,24414,10742,22583,0,72,80,6987,86516
447,-17,1095,25,30883,12573,26123,0,72,80,6987,86521
449,-11,1105,31,25878,7080,17211,0,72,80,6987,86526
447,-3,1115,29,26489,7202,19897,0,72,80,6987,86531
448,-1,1117,35,28808,4272,14770,0,72,80,6987,86536
448,0,1132,35,30273,1098,24047,0,70,79,6987,86541
448,3,1136,29,36254,-7934,21972,0,70,79,6987,86546
447,5,1138,25,37231,-5371,23925,0,70,79,6987,86551
448,27,1142,25,31127,-4028,15380,0,70,79,6987,86556
447,33,1146,27,33935,3540,23071,0,70,79,6987,86561
448,41,1146,31,31494,-11352,20507,0,70,79,6987,86566
448,44,1148,35,41137,-13427,17211,0,70,79,6987,86571
449,50,1150,44,37353,-15258,24291,1,70,79,6987,86576
447,62,1171,56,39916,-16601,16113,1,70,79,6987,86581
447,68,1179,74,39062,-28808,24780,1,70,79,6987,86586
447,85,1185,87,37963,-14770,20629,1,70,79,6987,86591
449,93,1199,89,39428,-21240,21728,1,70,79,6987,86596
446,109,1205,97,40649,-23071,23193,1,70,79,6987,86601
447,125,1218,111,31494,-16723,19531,1,70,79,6987,86606
447,136,1224,134,27709,-24414,26977,0,69,80,6987,86611
448,148,1230,148,27954,-20996,23803,0,69,80,6987,86616
447,150,1232,166,28076,-20141,12817,0,69,80,6987,86621
447,158,1240,173,26000,-17822,27343,0,69,80,6987,86626
447,160,1236,183,30395,-18920,13061,0,69,80,6987,86631
448,158,1236,183,19409,-18188,21728,0,69,80,6987,86636
447,154,1242,179,19653,-14160,21850,0,69,80,6987,86641
449,148,1234,175,13793,-13061,18432,1,70,78,6988,86646
447,146,1232,175,9643,-14038,14648,1,70,78,6988,86651
447,146,1214,166,5126,-6225,11352,1,70,78,6988,86656
447,156,1226,164,5859,-732,11840,1,70,78,6988,86661
447,171,1222,160,-2319,-244,11474,1,70,78,6988,86666
448,169,1208,166,-8422,-3051,19531,1,70,78,6988,86671
447,150,1210,169,-610,7690,5126,1,70,78,6988,86676
447,142,1210,171,-9033,3662,8178,2,68,79,6987,86681
448,132,1240,173,-9887,3906,10986,2,68,79,6987,86686
447,123,1220,173,-8666,13793,12207,2,68,79,6987,86691
448,117,1236,175,-20141,12451,5126,2,68,79,6987,86696
448,103,1216,169,-10009,12084,10742,2,68,79,6987,86701
448,97,1220,156,-20751,10742,-1464,2,68,79,6987,86706
448,93,1205,154,-18066,15869,1464,2,68,79,6987,86711
448,78,1189,150,-23437,14404,1831,2,69,80,6984,86716
449,64,1185,142,-24780,11230,9521,2,69,80,6984,86721
447,52,1152,136,-25024,10986,5126,2,69,80,6984,86726
448,48,1166,119,-27343,9887,366,2,69,80,6984,86731
449,46,1132,119,-32592,4516,-1831,2,69,80,6984,86736
447,48,1130,99,-38818,4760,-8789,2,69,80,6984,86741
448,50,1107,93,-32592,3784,-3051,2,69,80,6987,86746
447,50,1097,91,-28320,21484,-6347,2,69,80,6987,86751
448,56,1091,89,-30761,11718,-7446,2,69,80,6987,86756
448,72,1083,76,-30273,17700,-7080,2,69,80,6987,86761
449,83,1076,72,-35034,20019,-10253,2,69,80,6987,86766
447,85,1076,68,-37841,26000,2563,2,69,80,6987,86771
447,80,1066,72,-37719,21728,-5615,2,69,80,6987,86776
448,76,1060,68,-38085,20507,-7568,1,69,81,6985,86781
447,72,1052,83,-32592,22216,-4882,1,69,81,6985,86786
448,66,1052,87,-34179,23437,2807,1,69,81,6985,86791
448,54,1041,82,-34545,20385,2807,1,69,81,6985,86796
448,54,1041,83,-30639,19287,-10375,1,69,81,6985,86801
448,54,1039,87,-31127,16357,-13549,1,69,81,6985,86806
448,48,1035,80,-27221,22338,-4638,1,69,81,6985,86811
447,48,1029,76,-22827,24169,-10375,2,68,81,6986,86816
449,50,1021,76,-22460,18188,-5737,2,68,81,6986,86821
447,52,1019,66,-26611,16723,-9033,2,68,81,6986,86826
447,50,1021,74,-20263,16357,-3173,2,68,81,6986,86831
447,52,1023,80,-21484,8666,-13671,2,68,81,6986,86836
447,50,1027,85,-17578,17211,1708,2,68,81,6986,86841
447,50,1031,85,-13305,9277,-3173,2,68,81,6986,86846
447,56,1037,93,-11962,5615,-10986,5,67,81,6986,86851
448,64,1041,93,-10742,1098,-4028,5,67,81,6986,86856
447,66,1044,95,-13427,-2075,-1831,5,67,81,6986,86861
449,60,1042,93,-8178,-6469,4150,5,67,81,6986,86866
447,54,1041,93,-5493,-7324,-2441,5,67,81,6986,86871
449,50,1042,97,-5615,-7080,3784,5,67,81,6986,86876
447,50,1037,103,-7080,-6225,5737,5,67,81,6986,86881
447,48,1037,103,-2929,-19897,6591,5,67,82,6986,86886
447,48,1035,111,-10131,-19409,-1464,5,67,82,6986,86891
447,50,1033,115,-3295,-14404,-3173,5,67,82,6986,86896
447,46,1029,107,1464,-16967,3173,5,67,82,6986,86901
448,48,1031,109,-2197,-26000,-10131,5,67,82,6986,86906
447,50,1021,105,-2319,-20629,0,5,67,82,6986,86911
447,56,1021,107,-3540,-11352,-854,5,67,82,6986,86916
447,66,1019,103,2929,-15380,-3540,5,68,83,6986,86921
448,66,1023,105,1586,-5737,6103,5,68,83,6986,86926
448,78,1025,111,3051,-19653,6958,5,68,83,6986,86931
447,74,1031,117,488,-14160,5371,5,68,83,6986,86936
447,62,1029,130,5004,-4638,-3051,5,68,83,6986,86941
448,56,1031,128,-2075,-14160,-1220,5,68,83,6986,86946
447,50,1037,134,3906,-610,3051,5,68,83,6986,86951
449,44,1033,142,1464,-9033,-732,3,68,83,6987,86956
449,41,1035,154,4638,610,366,3,68,83,6987,86961
447,31,1035,156,8178,-3051,-5981,3,68,83,6987,86966
448,-267,-386,347,39916,-7812,-1464,3,68,83,6987,86971
447,-66,4498,-238,12207,-854,-6103,3,68,83,6987,86976
447,175,-937,814,13671,-1098,-3662,3,68,83,6987,86981
447,115,2017,27,-39184,4882,-6591,3,67,84,6987,86986
447,-115,974,226,5493,-6713,2563,3,67,84,6987,86991
449,54,1173,95,-11596,-2075,-6591,3,67,84,6987,86996
446,48,939,144,-12939,-6713,-10375,3,67,84,6987,87001
447,-13,761,142,-13916,1098,-10986,3,67,84,6987,87006
447,44,1091,91,7324,6347,-12084,3,67,84,6987,87011
446,46,1193,154,-1586,6225,-6225,3,67,84,6987,87016
448,13,865,166,-2441,13549,-13793,4,67,85,6986,87021
448,70,1095,160,976,7690,-11840,4,67,85,6986,87026
448,58,1083,134,-9643,8789,-10009,4,67,85,6986,87031
448,33,792,169,2441,10864,-7812,4,67,85,6986,87036
448,19,1138,117,-9033,3173,-9033,4,67,85,6986,87041
447,7,921,154,-6835,15502,-15991,4,67,85,6986,87046
449,46,1060,146,-5249,9521,-17944,4,67,85,6986,87051
447,56,964,154,-2929,14160,-4760,4,66,85,6987,87056
448,56,968,158,-4150,12329,-4150,4,66,85,6987,87061
447,46,1023,138,976,15869,4028,4,66,85,6987,87066
447,42,943,146,-2197,13916,-9887,4,66,85,6987,87071
447,56,1003,140,-854,13916,-4028,4,66,85,6987,87076
448,62,931,146,-4882,9033,-3051,4,66,85,6987,87081
449,64,966,132,-2197,4272,5493,4,66,85,6987,87086
447,46,822,101,610,10620,8422,5,66,85,6988,87091
447,353,669,375,62866,610,14770,5,66,85,6988,87096
447,33,1335,-400,-46386,9033,488,5,66,85,6988,87101
449,-29,2736,205,20874,-3662,3417,5,66,85,6988,87106
448,15,357,220,14038,-7324,14038,5,66,85,6988,87111
448,142,1060,175,-7568,-5126,10375,5,66,85,6988,87116
448,48,1123,150,10009,-2685,13671,5,66,85,6988,87121
447,7,773,128,1953,976,6958,4,66,85,6986,87126
449,-7,1042,95,11596,6469,9643,4,66,85,6986,87131
447,-19,964,109,2929,-4272,5004,4,66,85,6986,87136
447,-13,929,119,6469,2807,3784,4,66,85,6986,87141
447,-1,970,123,8056,-2075,4394,4,66,85,6986,87146
447,-9,886,140,11230,1708,-976,4,66,85,6986,87151
449,-9,933,142,9399,-7568,-2075,4,66,85,6986,87156
447,-23,976,140,13061,-366,3295,3,66,85,6986,87161
447,-5,1087,140,15991,976,-7080,3,66,85,6986,87166
447,-5,1132,115,8666,-6835,-5615,3,66,85,6986,87171
447,-9,1027,130,10253,-8911,-9521,3,66,85,6986,87176
447,27,925,111,15747,-12329,-11962,3,66,85,6986,87181
447,48,900,113,12329,-1098,-122,3,66,85,6986,87186
448,60,919,99,15991,-1953,-8300,3,66,85,6986,87191
448,66,935,93,20385,3051,-12939,4,66,85,6985,87196
449,66,986,91,18188,488,-12084,4,66,85,6985,87201
447,62,1044,91,16479,3051,-2807,4,66,85,6985,87206
448,76,1031,93,19042,2075,-4028,4,66,85,6985,87211
449,78,992,105,25756,7324,-11108,4,66,85,6985,87216
447,87,988,101,26733,8422,-8300,4,66,85,6985,87221
447,82,1001,107,24047,7812,-1098,4,66,85,6985,87226
447,66,1013,99,25634,7568,-2685,3,66,86,6987,87231
447,52,1021,103,27954,11108,-18676,3,66,86,6987,87236
447,48,984,101,32104,12573,-18066,3,66,86,6987,87241
447,41,943,99,32348,15258,-10131,3,66,86,6987,87246
449,44,943,101,31738,10009,-2929,3,66,86,6987,87251
448,41,964,93,36010,14892,-15014,3,66,86,6987,87256
447,48,982,103,40161,15136,-15625,4,65,85,6987,87261
448,50,1013,99,34057,13916,-15747,4,65,85,6987,87266
447,52,1023,93,45532,22338,-15258,4,65,85,6987,87271
448,56,1025,95,38452,14160,-13671,4,65,85,6987,87276
448,271,855,287,60302,9399,1953,4,65,85,6987,87281
448,-68,2037,777,58959,3540,-13183,4,65,85,6987,87286
448,-632,1185,-337,27954,-11840,2563,4,65,85,6987,87291
448,109,1226,-17,-6958,5493,6958,4,67,85,6987,87296
448,83,771,308,15136,6469,-488,4,67,85,6987,87301
447,-29,1332,232,26611,12573,-2075,4,67,85,6987,87306
448,244,1146,316,9765,6225,1708,4,67,85,6987,87311
449,107,1089,-93,-732,6835,-1342,4,67,85,6987,87316
448,58,998,97,3295,26245,-5004,4,67,85,6987,87321
449,39,1085,171,6958,27587,-1953,4,67,85,6987,87326
447,1,1056,-64,-3784,26977,2319,4,66,86,6985,87331
447,3,1013,-85,-3173,40161,2685,4,66,86,6985,87336
447,3,1167,-109,-12695,35400,-3540,4,66,86,6985,87341
447,-64,1064,-193,1342,34301,-5126,4,66,86,6985,87346
447,19,1003,91,-11596,35644,11718,4,66,86,6985,87351
447,-9,1205,-23,-14282,38330,2685,4,66,86,6985,87356
448,-1,1013,-46,-15136,26611,1342,4,66,86,6985,87361
447,-19,1019,25,-9399,26245,3173,5,68,85,6986,87366
449,29,453,105,8666,23071,-976,5,68,85,6986,87371
447,-322,1031,-289,1586,9887,976,5,68,85,6986,87376
448,13,1017,-68,-35278,3173,8666,5,68,85,6986,87381
448,83,1554,132,-20996,4028,-3662,5,68,85,6986,87386
448,-169,1205,158,-1220,-1708,2075,5,68,85,6986,87391
447,-23,1009,103,-2197,-9155,-1586,5,68,85,6986,87396
448,-27,1015,91,7446,-12084,-854,5,68,84,6987,87401
448,-35,964,93,4882,-4516,1098,5,68,84,6987,87406
448,91,1130,21,-854,-7202,366,5,68,84,6987,87411
448,72,1144,54,976,-11962,4394,5,68,84,6987,87416
449,66,1001,27,-366,-8666,-4272,5,68,84,6987,87421
447,50,974,91,-244,-2807,-1220,5,68,84,6987,87426
447,29,998,91,-5737,-7690,610,5,68,84,6987,87431
447,46,1007,93,-488,-2319,-244,6,66,84,6988,87436
448,50,1005,91,4028,4394,-3662,6,66,84,6988,87441
447,11,1021,93,-2075,-122,4150,6,66,84,6988,87446
448,5,1037,91,-488,-1220,-7568,6,66,84,6988,87451
448,3,1058,93,-366,-1342,-3540,6,66,84,6988,87456
448,-13,1005,89,4760,3662,7080,6,66,84,6988,87461
446,5,1035,87,-7080,-732,-1831,6,66,84,6988,87466
448,9,1046,89,1708,1953,-3906,5,66,83,6986,87471
448,21,1041,93,-6225,-9765,-1831,5,66,83,6986,87476
449,17,1029,93,-366,-5004,3906,5,66,83,6986,87481
448,13,1031,87,2075,3784,-2807,5,66,83,6986,87486
448,23,1011,93,-3540,-3540,-1342,5,66,83,6986,87491
448,15,1031,91,976,732,5126,5,66,83,6986,87496
449,11,1027,91,2197,-1098,1831,6,66,84,6986,87501
447,17,1050,89,1098,3417,1220,6,66,84,6986,87506
447,7,1054,87,-1098,3051,244,6,66,84,6986,87511
446,9,1050,87,-5615,-5737,-3906,6,66,84,6986,87516
447,11,1037,89,1586,1831,854,6,66,84,6986,87521
447,17,1037,87,-2319,0,14648,6,66,84,6986,87526
449,15,1031,89,0,-2807,-1342,6,66,84,6986,87531
446,15,1035,87,3662,976,4150,4,67,84,6986,87536
446,19,1035,85,0,-4028,-1342,4,67,84,6986,87541
447,3,1039,89,2929,-3295,-6835,4,67,84,6986,87546
447,19,1056,85,1708,-1342,4272,4,67,84,6986,87551
448,11,1035,87,1708,-2319,5981,4,67,84,6986,87556
447,15,1031,83,5371,2929,6103,4,67,84,6986,87561
449,13,1037,87,-4516,1708,2197,4,67,84,6986,87566
448,11,1037,91,0,3173,-4882,6,66,85,6987,87571
446,13,1037,85,1708,-1831,7568,6,66,85,6987,87576
447,17,1039,87,-366,5981,4638,6,66,85,6987,87581
448,21,1035,91,3662,-2197,3295,6,66,85,6987,87586
447,21,1035,91,5615,0,2075,6,66,85,6987,87591
447,17,1044,89,1586,0,-6347,6,66,85,6987,87596
447,17,1041,93,-488,2075,9643,6,66,85,6987,87601
447,13,1033,93,1586,3417,244,6,67,85,6985,87606
447,13,1031,91,1220,1586,-1098,6,67,85,6985,87611
448,23,1039,91,2075,-2197,3173,6,67,85,6985,87616
448,19,1033,91,0,-2929,-488,6,67,85,6985,87621
449,15,1039,91,5249,-1831,-6713,6,67,85,6985,87626
447,17,1039,89,732,3051,-854,6,67,85,6985,87631
448,11,1033,91,1220,1953,1220,6,67,85,6985,87636
447,11,1039,91,2563,-1342,0,7,66,85,6983,87641
447,19,1042,91,-3662,-2441,-2441,7,66,85,6983,87646
449,5,1039,91,1831,-2319,-244,7,66,85,6983,87651
447,11,1031,91,8178,8056,-7446,7,66,85,6983,87656
448,19,1029,91,1831,976,-7934,7,66,85,6983,87661
447,15,1039,91,-3662,-5493,-5371,7,66,85,6983,87666
448,23,1033,87,-1831,1953,3417,7,66,85,6983,87671
448,11,1035,85,6347,2563,-4028,7,65,85,6986,87676
448,9,1039,87,0,-854,2319,7,65,85,6986,87681
448,11,1035,89,-2563,2075,7202,7,65,85,6986,87686
449,13,1041,83,854,-2319,-9399,7,65,85,6986,87691
447,17,1041,85,-610,-5004,3051,7,65,85,6986,87696
447,15,1033,89,6103,-2197,1220,7,65,85,6986,87701
449,17,1033,91,2929,-2807,1586,7,65,85,6986,87706
446,15,1033,87,1098,-610,5004,6,66,84,6985,87711
447,19,1033,85,1586,-2075,-2319,6,66,84,6985,87716
447,9,1037,83,6835,-1220,6103,6,66,84,6985,87721
448,19,1035,89,-366,4150,-4516,6,66,84,6985,87726
447,13,1031,89,5371,9887,-3540,6,66,84,6985,87731
447,17,1035,93,-2197,-5371,-3417,6,66,84,6985,87736
447,15,1037,91,-4150,1953,3051,5,66,85,6987,87741
449,13,1033,89,-1953,2319,-1831,5,66,85,6987,87746
447,19,1037,89,732,-1220,122,5,66,85,6987,87751
447,17,1031,91,4028,-1708,4882,5,66,85,6987,87756
447,11,1037,91,3295,2441,-2563,5,66,85,6987,87761
447,15,1041,89,-1831,1953,-2197,5,66,85,6987,87766
447,17,1035,91,1586,732,4028,5,66,85,6987,87771
447,17,1033,89,-854,-122,-1708,6,67,84,6987,87776
447,13,1039,91,244,-2075,7812,6,67,84,6987,87781
447,9,1035,91,3784,-1342,-1586,6,67,84,6987,87786
449,19,1027,91,-6103,3906,1586,6,67,84,6987,87791
447,13,1035,89,4272,4150,8178,6,67,84,6987,87796
447,11,1033,85,-1464,3906,-6225,6,67,84,6987,87801
447,21,1029,89,4150,4028,3417,6,67,84,6987,87806
448,15,1033,89,-2685,-610,854,6,66,84,6986,87811
447,7,1031,89,2075,2807,4760,6,66,84,6986,87816
448,11,1033,87,976,3662,854,6,66,84,6986,87821
447,7,1039,87,-1831,2685,-732,6,66,84,6986,87826
449,17,1033,91,-1953,-610,2441,6,66,84,6986,87831
447,15,1035,89,-2929,-2929,-4882,6,66,84,6986,87836
447,17,1033,89,2929,-1708,3906,6,66,84,6986,87841
447,15,1031,93,244,-4394,6835,7,66,85,6985,87846
448,21,1031,87,-244,-2441,-2929,7,66,85,6985,87851
447,15,1027,87,-854,-4150,-2685,7,66,85,6985,87856
448,19,1033,91,1220,0,-1098,7,66,85,6985,87861
