ADC[mV],Beschleunigung_x[mg],Beschleunigung_y[mg],Beschleunigung_z[mg],Winkelgeschwindigkeit_x[mdeg/s],Winkelgeschwindigkeit_y[mdeg/s],Winkelgeschwindigkeit_z[mdeg/s],Magnetfeld_x[mT],Magnetfeld_y[mT],Magnetfeld_z[mT],Widerstand[A/(Vs)],Zeit[ms]
459,-25,925,23,-13549,20141,16845,3,68,81,6924,551703
458,-21,939,31,-8789,23071,8300,3,68,81,6924,551708
458,-15,941,35,-9643,26733,5126,3,67,80,6924,551713
458,-17,945,54,-7324,30273,9521,3,67,80,6924,551718
458,-13,955,54,-5126,24536,28076,3,67,80,6924,551723
458,-33,966,60,-10620,18432,21118,3,67,80,6924,551728
457,-44,982,70,-2319,21362,22460,3,67,80,6924,551733
458,-48,992,82,-4028,22827,17700,3,67,80,6924,551738
458,-52,1007,78,-3051,20263,23803,3,67,80,6924,551743
458,-50,1015,83,610,15991,16723,3,68,78,6924,551748
459,-41,1027,87,488,22094,20629,3,68,78,6924,551753
460,-39,1033,89,3906,14160,26611,3,68,78,6924,551758
459,-17,1029,87,4882,6103,24780,3,68,78,6924,551763
458,-5,1039,87,4272,2563,26367,3,68,78,6924,551768
458,9,1042,91,7934,10375,19165,3,68,78,6924,551773
457,23,1052,85,4882,3662,23437,3,68,78,6924,551778
458,42,1056,91,7568,4272,21484,1,68,78,6924,551783
458,46,1062,85,17333,5249,28686,1,68,78,6924,551788
458,42,1070,93,12695,3540,23437,1,68,78,6924,551793
458,44,1076,91,9643,11230,29541,1,68,78,6924,551798
459,44,1074,87,10986,6958,25146,1,68,78,6924,551803
458,39,1082,87,14282,9277,21972,1,68,78,6924,551808
459,37,1082,91,10375,8666,21362,1,68,78,6924,551813
458,39,1082,93,5126,4760,24169,3,69,76,6923,551818
459,33,1078,93,13549,12939,27832,3,69,76,6923,551823
458,27,1082,93,12573,732,27221,3,69,76,6923,551828
457,27,1085,97,10986,2441,20996,3,69,76,6923,551833
458,17,1080,101,7080,-1464,23925,3,69,76,6923,551838
457,15,1083,107,14038,2807,24780,3,69,76,6923,551843
459,13,1078,101,16235,2929,16357,3,69,76,6923,551848
460,23,1072,105,14282,-2075,20141,2,68,78,6927,551853
458,29,1072,101,12817,1098,20629,2,68,78,6927,551858
457,31,1066,101,19531,-976,19897,2,68,78,6927,551863
458,37,1068,95,15625,-122,15380,2,68,78,6927,551868
458,48,1054,103,20385,2807,19775,2,68,78,6927,551873
457,42,1046,93,20629,732,12329,2,68,78,6927,551878
458,50,1035,91,8666,2563,14892,1,69,77,6923,551883
459,50,1031,93,13793,7934,12573,1,69,77,6923,551888
458,52,1037,93,15380,5493,14404,1,69,77,6923,551893
457,52,1025,89,14282,4272,14404,1,69,77,6923,551898
457,54,1033,93,18310,10375,13671,1,69,77,6923,551903
458,56,1044,91,12695,2807,9155,1,69,77,6923,551908
459,60,1054,95,11474,2929,7568,1,69,77,6923,551913
458,60,1056,99,13793,8911,6958,2,68,77,6925,551918
460,64,1070,113,7568,1586,13061,2,68,77,6925,551923
458,54,1072,128,8300,6591,10498,2,68,77,6925,551928
457,56,1076,119,9765,6591,11108,2,68,77,6925,551933
458,50,1076,134,11230,5126,13427,2,68,77,6925,551938
457,50,1070,132,8789,8911,14038,2,68,77,6925,551943
458,50,1064,138,5859,9033,11352,2,68,77,6925,551948
459,52,1060,132,854,7934,13305,1,68,77,6924,551953
457,52,1060,132,2685,1342,13793,1,68,77,6924,551958
458,52,1052,123,1220,9277,16601,1,68,77,6924,551963
460,68,1064,119,732,4882,16235,1,68,77,6924,551968
460,78,1058,107,1953,6469,16479,1,68,77,6924,551973
459,74,1054,111,5371,5371,18798,1,68,77,6924,551978
458,66,1054,107,-6713,3906,28564,1,68,77,6924,551983
457,50,1054,109,-2441,15014,23925,1,68,76,6925,551988
458,44,1052,101,-9765,2075,30029,1,68,76,6925,551993
458,35,1052,103,4882,6347,23925,1,68,76,6925,551998
458,25,1052,115,-1098,1953,32226,1,68,76,6925,552003
459,15,1050,107,-12573,-2441,20996,1,68,76,6925,552008
459,13,1050,105,-5981,-2807,19531,1,68,76,6925,552013
458,11,1050,101,976,-1953,20507,1,68,76,6925,552018
458,7,1048,95,-3540,-1342,24414,1,68,77,6925,552023
457,3,1050,93,-4516,-6835,18066,1,68,77,6925,552028
459,1,1050,93,0,-488,24169,1,68,77,6925,552033
458,5,1037,93,-6103,-2929,13061,1,68,77,6925,552038
458,1,1033,89,-5981,0,22216,1,68,77,6925,552043
458,3,1039,91,-2929,1342,22216,1,68,77,6925,552048
458,0,1033,91,-2807,0,17456,1,68,77,6925,552053
458,-9,1037,91,-7324,-3051,13305,1,68,76,6925,552058
459,-5,1039,95,-2929,5004,20751,1,68,76,6925,552063
459,-13,1046,99,-5493,-9765,15869,1,68,76,6925,552068
458,-17,1044,115,-3295,-2929,18920,1,68,76,6925,552073
458,-23,1050,121,-3295,-10375,14404,1,68,76,6925,552078
458,-13,1050,134,-366,-1586,12817,1,68,76,6925,552083
458,-27,1054,132,1220,-4028,6103,1,68,76,6925,552088
458,-17,1050,146,-4394,-2319,3662,0,69,77,6925,552093
459,-7,1052,156,-1220,-2929,-2441,0,69,77,6925,552098
458,1,1050,154,-3295,-6225,3051,0,69,77,6925,552103
458,7,1048,158,-7812,-4516,8666,0,69,77,6925,552108
458,19,1044,148,-7934,-3417,2563,0,69,77,6925,552113
458,21,1042,146,-366,-2075,9643,0,69,77,6925,552118
457,33,1039,136,-11474,0,4760,2,69,77,6925,552123
458,41,1031,126,-7324,-6103,5493,2,69,77,6925,552128
457,50,1035,115,-5249,-5493,2197,2,69,77,6925,552133
458,50,1027,105,-7568,244,3051,2,69,77,6925,552138
458,50,1033,111,-9033,3295,6347,2,69,77,6925,552143
458,54,1033,105,-10742,-366,2685,2,69,77,6925,552148
459,54,1037,103,-9521,-2441,2563,2,69,77,6925,552153
458,50,1037,99,-2807,-122,-6835,1,69,77,6924,552158
458,50,1039,93,-10009,1953,1831,1,69,77,6924,552163
459,50,1029,101,-8911,2075,6103,1,69,77,6924,552168
457,46,1035,101,-6958,-1953,10986,1,69,77,6924,552173
458,39,1029,97,-8789,-3295,8544,1,69,77,6924,552178
458,33,1025,95,-7446,-976,4516,1,69,77,6924,552183
458,15,1017,99,-3784,-610,244,1,69,77,6924,552188
458,7,1015,91,-1708,-732,13183,2,68,77,6924,552193
459,5,1011,93,-9887,-12084,8178,2,68,77,6924,552198
458,11,1015,93,-6958,-3051,3417,2,68,77,6924,552203
458,7,1009,91,-7324,-11352,-1586,2,68,77,6924,552208
459,9,1009,91,-1098,-6591,5615,2,68,77,6924,552213
458,11,1007,89,366,-9155,366,2,68,77,6924,552218
458,13,1007,85,854,-5737,8911,2,68,77,6924,552223
458,13,1009,83,-3906,-8178,-2441,2,69,78,6923,552228
458,25,1019,87,3540,-7080,6958,2,69,78,6923,552233
459,25,1015,89,854,-8422,2319,2,69,78,6923,552238
459,25,1017,89,1586,-732,3051,2,69,78,6923,552243
457,21,1013,89,854,-7324,5004,2,69,78,6923,552248
459,9,1007,91,4516,-10253,12207,2,69,78,6923,552253
457,-1,1001,91,3784,-5981,6103,2,69,78,6923,552258
458,-3,1000,93,4516,-3295,7324,1,69,78,6923,552263
459,0,1001,91,10742,-6958,4150,1,69,78,6923,552268
458,306,-617,292,77514,-22338,1708,1,69,78,6923,552273
459,482,720,675,-67871,17822,1220,1,69,78,6923,552278
458,-119,2476,-638,-23925,-12329,20385,1,69,78,6923,552283
458,126,1640,70,15014,-17578,20751,1,69,78,6923,552288
459,-158,642,7,17700,-19042,16479,1,69,78,6923,552293
457,11,1273,62,8056,-15502,19531,2,69,76,6925,552298
458,48,810,85,11352,-16235,6835,2,69,76,6925,552303
458,1,767,48,10498,-12573,14526,2,69,76,6925,552308
458,-13,955,5,26123,-12207,8544,2,69,76,6925,552313
458,-15,1085,56,20263,-3662,3051,2,69,76,6925,552318
459,48,898,130,28198,-8300,6835,2,69,76,6925,552323
459,11,1076,115,22094,-7934,5126,2,69,76,6925,552328
457,-7,964,132,34301,-5126,2319,2,71,77,6924,552333
458,1,1023,148,36010,-5981,-976,2,71,77,6924,552338
459,17,1095,148,35156,-7690,4882,2,71,77,6924,552343
458,62,1488,115,23803,-12451,6591,2,71,77,6924,552348
458,58,1107,228,25268,-6958,976,2,71,77,6924,552353
459,-13,968,160,15258,-14038,1708,2,71,77,6924,552358
458,-15,976,134,21484,-13427,9887,2,69,77,6923,552363
459,29,1126,125,18066,-10131,7812,2,69,77,6923,552368
457,39,1074,126,19165,-12573,10009,2,69,77,6923,552373
457,25,988,123,18432,-12207,4760,2,69,77,6923,552378
458,-25,658,451,-2563,-10131,18798,2,69,77,6923,552383
458,175,1210,609,2929,9277,10864,2,69,77,6923,552388
457,35,1232,109,-8789,-4028,14160,2,69,77,6923,552393
460,167,855,595,7568,2197,3295,2,71,77,6924,552398
458,46,1234,44,22216,-10253,7446,2,71,77,6924,552403
458,-76,1175,214,19653,3540,-1342,2,71,77,6924,552408
458,5,1029,142,-6713,4028,4272,2,71,77,6924,552413
458,50,988,103,3784,2807,-1953,2,71,77,6924,552418
458,83,1021,70,-2441,4638,-5737,2,71,77,6924,552423
458,64,994,89,-4760,11962,-4028,2,71,77,6924,552428
458,46,996,95,-7324,8789,-10009,2,70,76,6925,552433
458,1,1140,50,-12695,13183,-1586,2,70,76,6925,552438
459,328,798,-21,7690,6835,-1342,2,70,76,6925,552443
457,-5,914,138,-8789,3173,-1098,2,70,76,6925,552448
458,-144,1078,0,2075,2075,-3051,2,70,76,6925,552453
458,21,1115,125,-3295,-6225,-3540,2,70,76,6925,552458
457,44,1062,64,2685,488,7324,2,70,76,6925,552463
458,25,1093,56,7690,5981,2929,3,69,77,6923,552468
458,0,988,101,1220,976,732,3,69,77,6923,552473
458,33,1001,89,-3295,2807,7934,3,69,77,6923,552478
457,11,1031,82,2075,1098,-1831,3,69,77,6923,552483
458,19,1021,89,-122,854,-2197,3,69,77,6923,552488
458,13,1009,85,1708,-3784,-7202,3,69,77,6923,552493
457,15,1015,85,488,6713,-7202,3,69,77,6923,552498
458,29,1042,83,244,2685,2075,2,69,77,6925,552503
458,11,1039,87,-3417,-5859,-4028,2,69,77,6925,552508
457,21,1039,89,7446,244,-2197,2,69,77,6925,552513
458,31,1046,89,-2807,-4882,-488,2,69,77,6925,552518
458,15,1056,91,3051,5493,-1831,2,69,77,6925,552523
457,19,1041,91,-3540,1098,4150,2,69,77,6925,552528
457,13,1029,89,4272,976,1953,2,69,77,6925,552533
459,23,1027,91,-3295,3173,-4394,2,69,77,6924,552538
458,17,1039,87,-2197,1342,-610,2,69,77,6924,552543
457,15,1035,89,-3295,1220,-366,2,69,77,6924,552548
458,19,1027,89,-4638,1098,1708,2,69,77,6924,552553
458,21,1039,89,-1220,-366,1220,2,69,77,6924,552558
458,15,1041,91,-732,1464,8056,2,69,77,6924,552563
457,21,1031,82,2075,2197,3662,2,69,77,6924,552568
458,11,1033,89,3540,-732,-4638,2,69,76,6924,552573
457,23,1039,89,-732,-976,-4028,2,69,76,6924,552578
459,21,1046,91,1708,-610,3540,2,69,76,6924,552583
458,13,1039,87,-122,-122,4638,2,69,76,6924,552588
458,13,1029,87,-2319,122,4028,2,69,76,6924,552593
458,15,1029,85,-5737,0,6591,2,69,76,6924,552598
457,21,1035,87,-1098,6347,-122,2,69,76,6924,552603
457,15,1033,89,6958,4638,9033,3,70,78,6923,552608
460,17,1031,89,4760,3295,4760,3,70,78,6923,552613
458,19,1037,85,-976,4882,-3662,3,70,78,6923,552618
459,17,1037,87,-1098,366,-4028,3,70,78,6923,552623
458,23,1031,89,5737,-610,4516,3,70,78,6923,552628
458,23,1033,87,-2807,-5004,6103,3,70,78,6923,552633
458,25,1027,89,1708,-5737,-6225,2,69,77,6924,552638
458,25,1048,83,1464,5737,0,2,69,77,6924,552643
458,23,1046,87,-3417,-3051,-2319,2,69,77,6924,552648
457,19,1046,89,366,2319,1220,2,69,77,6924,552653
458,17,1044,82,122,-2441,-8178,2,69,77,6924,552658
458,21,1064,70,-1342,-5615,-3540,2,69,77,6924,552663
458,13,1023,83,5249,976,-2197,2,69,77,6924,552668
458,13,1015,89,-5249,-976,-1708,2,71,78,6924,552673
458,25,1042,85,-1586,-1098,5126,2,71,78,6924,552678
458,17,1019,87,732,-1586,3540,2,71,78,6924,552683
457,21,1035,85,5126,1220,2929,2,71,78,6924,552688
459,27,1019,89,-4394,1708,-244,2,71,78,6924,552693
459,5,1013,93,2441,122,10864,2,71,78,6924,552698
458,15,1031,91,1953,5126,-6591,2,71,78,6924,552703
458,19,1039,83,488,-8056,0,2,69,77,6924,552708
458,13,1029,89,5737,3662,2319,2,69,77,6924,552713
457,27,1031,89,1342,3173,-1831,2,69,77,6924,552718
458,21,1029,91,5859,2807,2319,2,69,77,6924,552723
458,21,1019,91,-2563,1953,244,2,69,77,6924,552728
457,19,1025,91,610,-4272,6469,2,69,77,6924,552733
458,17,1033,87,2319,-4272,488,2,69,77,6924,552738
458,21,1044,87,-5249,-1342,-5737,2,71,77,6922,552743
460,29,1041,89,-3051,-854,366,2,71,77,6922,552748
458,19,1041,87,-976,4028,3784,2,71,77,6922,552753
458,19,1046,83,1098,-1098,-1953,2,71,77,6922,552758
458,17,1048,85,-122,5126,3906,2,71,77,6922,552763
458,21,1042,82,2075,-854,3417,2,71,77,6922,552768
459,19,1035,87,-976,-610,-4638,2,71,77,6922,552773
458,17,1033,80,-4394,-4516,1342,2,69,78,6924,552778
458,19,1033,85,2197,-244,-5126,2,69,78,6924,552783
459,21,1021,87,-1220,2319,-6103,2,69,78,6924,552788
458,15,1021,87,-8178,-976,3540,2,69,78,6924,552793
457,15,1037,85,244,2075,1708,2,69,78,6924,552798
457,15,1033,87,244,4516,5126,2,69,78,6924,552803
459,13,1037,83,-6591,-3417,2075,2,69,78,6924,552808
458,19,1031,89,1831,1831,-10009,2,70,77,6924,552813
457,19,1033,87,-4882,5737,-2441,2,70,77,6924,552818
458,17,1037,87,3051,976,4760,2,70,77,6924,552823
459,19,1037,89,2197,4516,-976,2,70,77,6924,552828
458,19,1035,89,-488,366,2929,2,70,77,6924,552833
458,19,1033,87,2929,-732,122,2,70,77,6924,552838
458,19,1031,91,-1953,244,5126,2,70,77,6924,552843
457,17,1025,89,4760,2197,-3417,1,70,77,6923,552848
458,17,1033,85,-3784,-1464,-6347,1,70,77,6923,552853
460,17,1039,89,-2685,-1220,1220,1,70,77,6923,552858
458,23,1033,91,976,488,6469,1,70,77,6923,552863
459,17,1033,89,4272,-3662,-2929,1,70,77,6923,552868
458,15,1035,91,5004,-5737,-6347,1,70,77,6923,552873
458,13,1033,93,-1708,-488,488,2,71,77,6924,552878
457,19,1035,89,2319,2929,854,2,71,77,6924,552883
458,17,1037,85,2075,-244,1098,2,71,77,6924,552888
458,17,1035,89,732,0,0,2,71,77,6924,552893
458,23,1035,87,-488,-2075,-1586,2,71,77,6924,552898
458,17,1033,91,2929,-2685,2441,2,71,77,6924,552903
459,15,1041,89,3662,0,4516,2,71,77,6924,552908
459,19,1039,89,-4760,-610,-4028,3,71,77,6924,552913
458,21,1041,87,2197,1708,4272,3,71,77,6924,552918
457,13,1031,83,-5126,732,-5126,3,71,77,6924,552923
458,19,1037,89,-122,244,-2929,3,71,77,6924,552928
458,13,1044,89,122,-2441,2807,3,71,77,6924,552933
458,21,1035,85,-2075,-2075,7080,3,71,77,6924,552938
458,25,1039,87,488,-3295,-976,3,71,77,6924,552943
459,19,1031,89,-2563,-2075,-6103,2,70,77,6925,552948
458,23,1035,87,-2197,2441,-1586,2,70,77,6925,552953
458,17,1035,87,244,3784,610,2,70,77,6925,552958
458,23,1027,85,-3051,-4882,-5126,2,70,77,6925,552963
458,19,1031,89,2685,-2197,3417,2,70,77,6925,552968
459,21,1031,83,-2807,4882,3417,2,70,77,6925,552973
458,13,1031,87,-1342,-3540,3784,2,70,77,6925,552978
459,15,1035,87,1220,5249,-1586,2,71,77,6925,552983
458,19,1035,87,-1098,-9277,2441,2,71,77,6925,552988
459,19,1037,87,-4272,854,-5737,2,71,77,6925,552993
459,21,1037,91,1220,-1342,366,2,71,77,6925,552998
458,19,1042,89,4272,610,5004,2,71,77,6925,553003
458,23,1035,89,-2319,-2197,366,2,71,77,6925,553008
458,19,1041,89,1464,-2075,2441,2,71,77,6925,553013
458,13,1029,87,-7446,2197,-2563,2,71,76,6925,553018
459,17,1033,87,-2685,0,-2685,2,71,76,6925,553023
457,23,1035,89,-122,4760,-3417,2,71,76,6925,553028
458,17,1037,83,-2563,3784,9033,2,71,76,6925,553033
458,9,1035,89,1831,-3051,-1708,2,71,76,6925,553038
457,17,1031,89,122,1953,3540,2,71,76,6925,553043
458,25,1039,91,854,4394,-3051,2,71,76,6925,553048
458,25,1031,91,-1464,-976,2197,2,71,77,6923,553053
458,17,1029,87,7690,-488,854,2,71,77,6923,553058
458,19,1037,91,976,7446,-854,2,71,77,6923,553063
458,17,1027,87,488,-2075,-5859,2,71,77,6923,553068
458,13,1035,89,-3540,6713,3784,2,71,77,6923,553073
458,17,1033,89,1586,1098,-976,2,71,77,6923,553078
459,25,1037,83,-2319,-5249,-5249,2,71,77,6923,553083
458,17,1039,87,-1220,-1708,-976,2,69,77,6924,553088
458,21,1037,87,-122,-2929,2197,2,69,77,6924,553093
459,19,1041,85,-4150,-1586,5493,2,69,77,6924,553098
457,35,1037,105,-3051,2807,4760,2,69,77,6924,553103
458,11,1041,91,-5371,-488,-2929,2,69,77,6924,553108
458,9,1035,91,-7812,-610,4272,2,69,77,6924,553113
